0.000,107.000,221.273,11.000
0.000,93.000,358.545,272.545
0.000,30.000,260.636,168.364
0.000,69.000,341.818,480.000
0.000,103.000,370.636,352.636
0.000,118.000,146.727,267.455
0.000,92.000,469.182,451.909
0.000,36.000,428.182,325.000
0.000,117.000,268.182,118.727
0.000,47.000,50.636,301.182
0.000,24.000,295.818,307.727
0.000,68.000,232.182,268.000
0.000,119.000,368.909,200.091
0.000,90.000,471.091,203.636
0.000,7.000,310.818,234.000
0.000,75.000,199.091,291.091
0.000,16.000,290.727,38.455
0.000,26.000,480.000,291.909
0.000,88.000,142.182,348.909
0.000,41.000,312.727,104.909
0.000,6.000,288.818,475.273
0.000,35.000,13.818,111.909
0.000,23.000,115.727,353.000
0.000,61.000,197.636,73.636
0.000,116.000,235.818,14.182
0.000,104.000,469.636,155.727
0.000,48.000,298.818,45.273
0.000,46.000,315.545,21.455
0.000,9.000,82.818,364.636
0.000,123.000,433.000,88.091
0.000,37.000,378.273,387.545
0.000,13.000,444.727,391.727
0.000,98.000,208.545,499.636
0.000,45.000,507.818,4.000
0.000,99.000,81.182,493.636
0.000,63.000,407.455,411.182
0.000,112.000,62.364,493.273
0.000,97.000,404.273,232.818
0.000,28.000,373.636,56.545
0.000,122.000,8.818,205.182
0.000,94.000,376.455,168.727
0.000,11.000,220.545,158.455
0.000,25.000,97.273,428.455
0.000,38.000,369.455,266.636
0.000,120.000,210.000,468.545
0.000,96.000,139.273,207.091
0.000,73.000,163.182,127.545
0.000,101.000,287.000,169.364
0.000,14.000,165.545,69.636
0.000,62.000,294.455,320.000
0.000,95.000,277.545,213.727
0.000,102.000,105.909,425.909
0.000,64.000,316.364,152.909
0.000,29.000,74.727,459.818
0.000,66.000,349.727,11.818
0.000,44.000,73.727,103.636
0.000,87.000,394.182,149.455
0.000,57.000,122.818,349.455
0.000,82.000,379.455,506.636
0.000,43.000,483.545,493.000
0.000,19.000,482.091,67.455
0.000,105.000,34.727,290.273
0.000,81.000,411.545,171.818
0.000,67.000,49.000,124.909
0.000,34.000,435.364,439.273
0.000,33.000,174.182,61.727
0.000,109.000,388.273,366.818
0.000,106.000,393.273,246.364
0.000,3.000,207.636,278.273
0.000,54.000,62.091,29.182
0.000,51.000,360.455,72.273
0.000,110.000,208.727,142.545
0.000,77.000,283.000,94.273
0.000,42.000,235.364,370.909
0.000,2.000,113.182,507.000
0.000,111.000,196.273,2.091
0.000,80.000,279.273,124.182
0.000,78.000,345.545,125.909
0.000,52.000,399.273,321.000
0.000,20.000,298.727,347.182
0.000,83.000,238.091,171.636
0.000,56.000,383.818,265.455
0.000,85.000,107.909,292.364
0.000,76.000,310.636,196.818
0.000,84.000,404.182,473.455
0.000,86.000,249.727,221.727
0.000,59.000,188.818,319.273
0.000,18.000,236.000,157.818
0.000,58.000,471.455,439.909
0.000,113.000,217.455,279.818
0.000,17.000,483.364,495.909
0.000,21.000,223.273,399.818
0.000,22.000,222.091,40.636
1.000,99.000,80.273,492.909
1.000,63.000,407.364,411.364
1.000,20.000,299.818,347.727
1.000,110.000,209.000,142.273
1.000,67.000,52.727,128.455
1.000,17.000,482.636,495.273
1.000,68.000,229.364,271.000
1.000,25.000,93.818,428.909
1.000,37.000,378.000,388.273
1.000,41.000,311.273,103.182
1.000,13.000,445.091,391.182
1.000,111.000,196.818,3.545
1.000,122.000,8.455,205.091
1.000,112.000,62.455,493.364
1.000,105.000,34.636,286.182
1.000,98.000,208.182,500.636
1.000,42.000,234.909,370.273
1.000,23.000,115.818,353.545
1.000,109.000,388.545,366.273
1.000,120.000,210.000,468.273
1.000,117.000,268.182,118.727
1.000,118.000,146.909,266.545
1.000,103.000,370.545,352.455
1.000,106.000,393.000,245.545
1.000,43.000,484.364,493.182
1.000,64.000,316.091,152.727
1.000,21.000,222.818,399.727
1.000,24.000,296.364,307.818
1.000,18.000,236.727,156.727
1.000,119.000,368.455,199.364
1.000,102.000,105.364,427.273
1.000,19.000,479.455,70.909
1.000,107.000,220.091,14.364
1.000,101.000,288.818,169.182
1.000,14.000,165.636,64.091
1.000,113.000,217.818,279.455
1.000,104.000,469.727,154.909
1.000,38.000,374.545,266.545
1.000,116.000,236.545,13.727
1.000,22.000,222.000,41.182
1.000,16.000,290.455,37.000
1.000,66.000,349.636,12.364
1.000,26.000,480.091,291.364
1.000,46.000,315.364,22.636
1.000,30.000,260.909,168.455
1.000,81.000,410.727,172.545
1.000,56.000,384.455,265.636
1.000,36.000,427.909,320.182
1.000,57.000,122.909,349.000
1.000,92.000,468.909,451.727
1.000,82.000,379.273,506.455
1.000,74.000,265.455,228.909
1.000,47.000,50.545,300.000
1.000,83.000,238.091,171.636
1.000,90.000,471.636,203.091
1.000,93.000,359.273,271.818
1.000,7.000,311.545,234.818
1.000,58.000,468.455,437.727
1.000,44.000,73.455,103.273
1.000,88.000,145.000,351.273
1.000,6.000,286.909,481.091
1.000,84.000,403.545,473.455
1.000,35.000,17.545,111.636
1.000,61.000,196.818,74.545
1.000,87.000,393.364,149.636
1.000,48.000,299.727,44.636
1.000,59.000,189.182,318.727
1.000,76.000,309.727,195.636
1.000,86.000,250.182,215.000
1.000,75.000,202.727,295.636
1.000,94.000,376.091,169.000
1.000,85.000,107.273,292.000
1.000,34.000,435.273,439.364
1.000,97.000,405.182,227.636
1.000,70.000,470.091,458.273
1.000,28.000,375.909,57.455
1.000,11.000,224.091,161.818
1.000,80.000,280.909,124.636
1.000,9.000,81.818,366.909
1.000,77.000,282.636,87.909
1.000,29.000,77.364,463.727
1.000,52.000,394.273,318.909
1.000,2.000,113.273,507.364
1.000,96.000,139.727,206.727
1.000,51.000,360.182,72.636
1.000,62.000,295.091,318.818
1.000,54.000,66.727,32.000
1.000,69.000,341.091,479.545
1.000,123.000,433.545,88.364
1.000,95.000,277.818,213.000
1.000,33.000,180.818,64.455
1.000,3.000,208.545,278.182
1.000,78.000,346.364,126.000
1.000,73.000,162.818,127.727
1.000,45.000,507.818,3.182
2.000,77.000,281.636,82.091
2.000,21.000,222.818,399.909
2.000,76.000,309.909,195.909
2.000,111.000,197.727,3.909
2.000,84.000,403.364,473.727
2.000,110.000,209.455,142.545
2.000,80.000,280.818,124.000
2.000,33.000,186.455,65.273
2.000,82.000,379.000,506.818
2.000,81.000,411.182,172.636
2.000,109.000,388.727,367.364
